S.No,Name,Short Name,Branch Name,City/Area,Email,TIN No,NIC No,VAT No,Business Registration No,SMS Phone,Currency,Sales Type,Payment Terms,DOB,Discount,Credit Limit,Address,Salesman,Location,Tax Group,Sales Discount Account,Receivable Account,Prompt Payment Discount,Credit Allowed,Credit Status,Status,General Notes,Sales Group,Relationship Manager
172,Relax inn,0711495195,Relax inn,Ella,,,,,,0711495195,LKR,Retail,COD-IML,26/11/2025,0,0,"Yahalewela, Ella, Bandarawela ",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
173,Ella Tree house,0761583064,Ella Tree house,Ella,,,,,,0761583064,LKR,Retail,COD-IML,17/12/2025,0,0,"Rawana Temple Rd, Rawana ella, Ella, Badulla.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
174,Nirosha Guest House,0761492680,Nirosha Guest House,Galle,,,,,,0761492680,LKR,Retail,COD-IML,11/11/2024,0,0,"192/1, Eliot Rd, Galle, 80000",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
175,Pinnacle Boutique Villa,0777910747,Pinacle Boutique Villa,Galle,,,,,,0777910747,LKR,Retail,COD-IML,16/12/2024,0,0,"443/2 C Wakwella Rd, Galle.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
176,Villa Manzanita,0776390093,Villa Manzanita,Galle,,,,,,0776390093,LKR,Retail,COD-IML,06/01/2025,0,0,"34, 11 Gangarama Rd, Galle",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
177,Aqua Villa,0769994452,Aqua Villa,Galle,,,,,,0769994452,LKR,Retail,COD-IML,09/01/2025,0,0,"Apri Enterprise Corporate Office, No 07, New Lane 2, Galle Fort, Galle.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
178,Zee Golf Affordable Luxury Hotel,0760003668,Zee Golf Affordable Luxury Hotel,Galle,,,,,,0760003668,LKR,Retail,COD-IML,30/01/2025,0,0,"NO 05, Sudarmalaya Mawatha, Galle Fort.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
179,Ayu Guest ,0702020186,Ayu Guest ,Galle,,,,,,0702020186,LKR,Retail,COD-IML,31/03/2025,0,0,"Dhewala waththa Road, Bunnehepola, Udubaddawa.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
180,Villa B15,0772057159,Villa B15,Galle,,,,,,0772057159,LKR,Retail,15 Days,17/04/2025,0,0,"No 15, Upland City, Sri Dahmmarathana Mawatha, Manawila, Walahanduwa, Galle.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
181,Aaro Ceylon,0777567536,Aaro Ceylon,Galle,,,,,,0777567536,LKR,Retail,Bank Transfer,21/04/2025,0,0,"33,Kadurupokuna Rd,Tangalle.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
182,Sagawa Group of Hotels,0772015877,Sagawa Group of Hotels,Galle,,,,,,0772015877,LKR,Retail,COD-IML,06/05/2025,0,0,"71/21, Sri Gnabosha  Mw, Galle.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
183,The Golden Sand,0762835887,The Golden Sand,Galle,,,,,,0762835887,LKR,Retail,COD-IML,30/06/2025,0,0,"No:208/1, Yaddehimulla, Unawatuna, Galle.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
184,Coco House,0766807636,Coco House,Galle,,,,,,0766807636,LKR,Retail,COD-IML,25/04/2025,0,0,"27c, Templers lane,  Kaluwella, Galle.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
185,Dins Nature Villa,0779781109,Dins Nature Villa,Galle,,,,,,0779781109,LKR,Retail,COD-IML,29/04/2025,0,0,"Elgiriya, Thelijjawila, Matara.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
186,Ligness Green Odyssey,0768253520,Ligness Green Odyssey,Galle,,,,,,0768253520,LKR,Retail,15 Days,05/05/2025,0,0,"Galle Road, Wanduramba",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
187,Karawwa Luxury Villas,0777386674,Karawwa Luxury Villas,Galle,,,,,,0777386674,LKR,Retail,COD-IML,15/05/2025,0,0,"Soratha Mawatha, Nakanda, Hikkaduwa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
188,Bricks 90,0715491624,Bricks 90,Galle,,,,,,0715491624,LKR,Retail,Bank Transfer,26/05/2025,0,0,"No 631/A, 3rd floor, Matara road, Weligama.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
189,The View - Mirissa,0715529429,The View - Mirissa,Galle,,,,,,0715529429,LKR,Retail,COD-IML,26/05/2025,0,0,"Beach access RD, Coparamulla, Mirissa. 
",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
190,Flip Flop Inn,0756630587,Flip Flop Inn,Galle,,,,,,0756630587,LKR,Retail,COD-IML,03/07/2025,0,0,"No.26, kottasi gedara road, Mirissa",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
191,Sinhapawara,0769730870,Sinhapawara,Galle,,,,,,0769730870,LKR,Retail,COD-IML,18/07/2025,0,0,"Old police House,
No 33, Ihalahewessa, Pitigala, Galle District ",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
192,Ceylon Luxury Villa,0777972600,Ceylon Luxury Villa,Galle,,,,,,0777972600,LKR,Retail,COD-IML,22/07/2025,0,0,"Sarasavi Asapuwa, Madawaththa, Matara.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
193,The Scallops Hotel,0770384084,The Scallops Hotel,Galle,,,,,,0770384084,LKR,Retail,COD-IML,25/07/2025,0,0,"Dewinigoda, Rathgama, Galle",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
194,WYC Villas & Restaurant,0741131318,WYC Villas & Restaurant,Galle,,,,,,0741131318,LKR,Retail,COD-IML,28/07/2025,0,0,"No:310/C Koratuwe Gedara, Sunanda Mawatha, Welegoda, Matara",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
195,Coconut Reach Hotel,0715818255 ,Coconut Reach Hotel,Galle,,,,,,0715818255 ,LKR,Retail,COD-IML,30/07/2025,0,0,"Mawatha Waththa, Bandaramulla, Mirissa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
196,Helios Beach Resort ,0761922620,Hilios Beach Resort ,Galle,,,,,,0761922620,LKR,Retail,COD-IML,05/08/2025,0,0,"Wellaodaya, Ranna.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
197,Hiriketiya Studios,0777864234,Hiriketiya Studios,Galle,,,,,,0777864234,LKR,Retail,COD-IML,14/08/2025,0,0,"05 Hiriketiya Rd, Dikwella",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
198,White House Hotel,0778277054,White House Hotel,Galle,,,,,,0778277054,LKR,Retail,COD-IML,15/08/2025,0,0,"558/A white House, Udupila, Mirissa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
199,Elegant Holidays,0778827727,Elegant Holidays,Galle,,,,,,0778827727,LKR,Retail,COD-IML,18/08/2025,0,0,"Ampitiya Waththa, Welhengoda, Ahangama.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
200,Ashi Villa ,0769717775,Ashi Villa ,Galle,,,,,,0769717775,LKR,Retail,COD-IML,26/08/2025,0,0,"NO:42/7 Bope Road, 
Ginthota",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
201,Ranthil Resort,0773661476,Ranthil Resort,Galle,,,,,,0773661476,LKR,Retail,COD-IML,24/09/2025,0,0,"No 09, Ettambagahawatta, Wijayananda Mawatha, Hinidumgoda, Bataduwa, Galle.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
202,Light House View Inn,0768975548,Althaf Anwer,Galle,,,,,,0768975548,LKR,Retail,Bank Transfer,10/10/2025,0,0,"No.44, Hospital street fort, Galle.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
203,Yohan Randika Jayasekara ,0770509616,Yohan Randika Jayasekara ,Galle,,,,,,0770509616,LKR,Retail,COD-IML,17/10/2025,0,0,"No 60, Sea avenue, Tangalle",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
204,Sarath Beach Garden,0761518751,Sarath Beach Garden,Galle,,,,,,0761518751,LKR,Retail,COD-IML,20/10/2025,0,0,"No.15, Modara road, Medaketiya, Tangalle.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
205,Villa Eco Stay,0781003594,Villa Eco Stay,Galle,,,,,,0781003594,LKR,Retail,COD-IML,22/10/2025,0,0,"No 21, Danketiya Road, Tangalle ",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
206,White Lion Paradise,0778531028,White Lion Paradise,Galle,,,,,,0778531028,LKR,Retail,COD-IML,27/10/2025,0,0,"Bateegama, Dikwella.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
207,Turtle Bay View Resort,00447534381263,Turtle Bay View Resort,Galle,,,,,,00447534381263,LKR,Retail,Bank Transfer,28/10/2025,0,0,"Palutugaha junction, Talpe.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
208,Breathe Collection,0775011618,Breathe Collection,Galle,,,,,,0775011618,LKR,Retail,COD-IML,03/11/2025,0,0,"Mudugamage Kumbure Idama, Pilana Road, Habaraduwa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
209,Brink House,0768548279,Brink House,Galle,,,,,,0768548279,LKR,Retail,COD-IML,03/11/2025,0,0,"Welladewalaya road, Yaddehimulla, Unawatuna, Galle.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
210,Villa 83,0711692714,Villa 83,Galle,,,,,,0711692714,LKR,Retail,COD-IML,04/11/2025,0,0,"No.211/3, Pikunawatta, Pallikkudawa, Tangalle.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
211,Coastal Villa,0773915915,Coastal Villa,Galle,,,,,,0773915915,LKR,Retail,COD-IML,07/11/2025,0,0,"Jayalathgama, Udupila,
Mirissa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
212,Sanu Resort,0769414795,Sanu Resort,Galle,,,,,,0769414795,LKR,Retail,COD-IML,25/11/2025,0,0,"Dodangahawaththa, Yatipila, Mirissa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
213,Cara Galle Fort,0713344515,Cara Galle Fort,Galle,,,,,,0713344515,LKR,Retail,Bank Transfer,26/11/2025,0,0,"No-21, Middle street, Fort, Galle.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
214,Senadhi supplies ,0715292086,Senadhi supplies ,Galle,,,,,,0715292086,LKR,Retail,COD-IML,02/12/2025,0,0,"Eramudugaha junction, Unawatuna, Galle.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
215,Somerset Mirissa Blue (Pvt) Ltd,0704730691,Somerset Mirissa Blue (Pvt) Ltd,Galle,,,,,,0704730691,LKR,Retail,COD-IML,09/12/2025,0,0,"Galwetawaththa, Bandaramulla, Mirissa",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
216,Ozean Villa,0772473262,Ozean Villa,Galle,,,,,,0772473262,LKR,Retail,COD-IML,10/12/2025,0,0,"Eramudugaha koratuwa, Talpe, Galle.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
217,Flamingo Guesthouse ,0775594637,Flamingo Guesthouse ,Galle,,,,,,0775594637,LKR,Retail,Bank Transfer,12/12/2025,0,0,"No. 132, Yaddehemulla road, Unawatuna.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
218,Sleek House,0715551062,Sleek House,Galle,,,,,,0715551062,LKR,Retail,COD-IML,15/12/2025,0,0,"Gunasirinahimi Mawatha, Mirissa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
219,The Home,0773886725,The Home,Galle,,,,,,0773886725,LKR,Retail,COD-IML,16/12/2025,0,0,"No.237 /2, Morris road, Welipatha, Galle ",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
220,Luck Nature Villa,0779884757,Luck Nature Villa,Galle,,,,,,0779884757,LKR,Retail,COD-IML,19/12/2025,0,0,"Habaraduwa, Galle",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
221,Sanu Lagoon Resort,0777199446,Sanu Lagoon Resort,Galle,,,,,,0777199446,LKR,Retail,COD-IML,22/12/2025,0,0,"Moraketiara, Nakulugamuwa, Tangalle.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
222,Hotel Lusso ,0710883991,Hotel Lusso ,Galle,,,,,,0710883991,LKR,Retail,COD-IML,22/12/2025,0,0,"Maduruduwa road, Bandaramulla, Mirissa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
223,Villa E32,0761335983,Villa E32,Galle,,,,,,0761335983,LKR,Retail,COD-IML,22/12/2025,0,0,"No.40/2B Anagarika Dharmapala Rd, Galle.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
224,KVA Talalla Beach Stay,0713976289,KVA Talalla Beach stay,Galle,,,,,,0713976289,LKR,Retail,COD-IML,29/12/2025,0,0,"Kottagoda, Talalla.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
225,Heavenley Hideaway,0756183680,Heavenley Hideaway,Galle,,,,,,0717762817 ,LKR,Retail,COD-IML,29/12/2025,0,0,"Crystal Lane, Illuk athura, Koratuwa, Marakolliya, Tangalle.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
226,Calm Aruna Boutique Lodge,0712555254,Calm Aruna Boutique Lodge,Galle,,,,,,0712555254,LKR,Retail,COD-IML,06/01/2026,0,0,"Road infront of 151km post, Bandaramulla, Mirissa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
227,Amandro Resort,0764620730,Amandro Resort,Galle,,,,,,0764620730,LKR,Retail,COD-IML,07/01/2026,0,0,"No.62/3 mallabokka road, Hettimulla, Beruwla.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
228,Wild Hide Away,0772274810,Wild Hide Away,Gampaha,,,,,,0772274810,LKR,Retail,Bank Transfer,02/05/2025,0,0,"194/4 Yakkala road , Gampaha.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
229,Ceylon Hospital ,0770763065,Ceylon Hospital ,Gampaha,,,,,,0724604239 ,LKR,Retail,COD-IML,07/05/2025,0,0,"228/1, Asiri MW, Kandy road, Yakkala",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
230,Senadheera Holdings,0702000068,S.D.Maheshitha,Gampaha,,,,,,0702000068,LKR,Retail,COD-IML,30/06/2025,0,0,"Yagodamulla, minuwangoda",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
231,Wasala Nature Resort ,0773401235,Wasala Nature Resort ,Gampaha,,,,,,0773401235,LKR,Retail,Bank Transfer,29/12/2025,0,0,"Mandawala road, Radawana.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
232,Test Customer,Test Customer,Test Customer,Global,mithira@ranwattaco.lk,,,,,0710000000,LKR,Retail,Cash Only,0000-00-00,0,0,,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
233,Rankendiya Resort,0712270090,Rankendiya Resort,Habarana,,,,,,0712270090,LKR,Retail,Bank Transfer,05/05/2025,0,0,"Mihipiya, Dambulla road, Habarana.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
234,Sungreen Resort ,0768055050,Sungreen Resort ,Habarana,,,,,,0768055050,LKR,Retail,Bank Transfer,28/10/2025,0,0,"Puwakpitiya Road, Laksirigama, Habarana.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
235,Woodland Sanctuary,0769881727,Woodland Sanctuary,Habarana,,,,,,0769881727,LKR,Retail,COD-IML,01/12/2025,0,0,"Kashyapagama, Habarana,",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
236,Fresh Marketing,0767765635,Rajinikanth,Haliela,,,,,-,0767765635,LKR,Retail,15 Days,0000-00-00,0,0,"No. 94/1, Jayathilake Mawatha, Hali Ela.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
237,Deck Marketing,0772911694,Deck Marketing,Haliela,,,,,,0772911694,LKR,Retail,COD-IML,06/03/2025,0,0,"No 307, Udawaththa, Uduwara, Haliela",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
238,Villa Zaara,0759759769,Villa Zaara,Hambantota,,,,,,0759759769,LKR,Retail,15 Days,06/04/2025,0,0,"No. 5/C, Beddawala Road, Hambantota.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
239,Mr.S.Malawisooriya,0770484227,Mr.S.Malawisooriya,Hambantota,,,,,,0770484227,LKR,Retail,COD-IML,15/12/2025,0,0,"No.288, Sri Jinarathana Rd, Debarawewa, Thissamaharamaya.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
240,Minidu Resort and Resturent,0776029320,Minidu Resort and Resturent,Hambantota,,,,,,0776029320,LKR,Retail,COD-IML,18/11/2025,0,0,"No. 197/A, Hambantota RD, Ambalantota.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
241,Twin Green Hotel,0772841075,Twin Green Hotel,Hatton,,,,,-,0772841075,LKR,Retail,COD-IML,0000-00-00,0,0,Twin Green Hotel  Hatton.,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
242,Chill Hill Hikkaduwa Hotel ,0766922086,Chill Hill Hikkaduwa Hotel ,Hikkaduwa,,,,,,0766922086,LKR,Retail,15 Days,23/12/2024,0,0,"Baddegama Road, Hikkaduwa.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
243,Spotlight Villa,0775048327,Spotlight Villa,Hikkaduwa,,,,,,0775048327,LKR,Retail,COD-IML,20/11/2025,0,0,"No 25/b2, Baddawaththa, Nalagasdeniya, Galle. 80240",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
244,New Sithi Villas,0772012983,New Sithi Villas,Hikkaduwa,,,,,,0772012983,LKR,Retail,15 Days,07/12/2025,0,0,"No. 27, Hettigoda Road, Hikkaduwa.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,Give 3% discount for total bills over 15000.00,Hospitality - Retail,
245,Tropicana Hideaway Hikkaduwa,0764044484,Tropicana Hideaway Hikkaduwa,Hikkaduwa,,,,,,0764044484,LKR,Retail,Bank Transfer,25/09/2025,0,0,"Kurusagoda road, Gonapinuwala.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
246,Coco Garden Villas,0714606829 ,Coco Garden Villas,Hikkaduwa,,,,,,,LKR,Retail,COD-IML,02/10/2025,0,0,"Muththettuwala waththa, Susilachara mw, Pannamgoda, Hikkaduwa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
247,Emerald Resort,0762905542,Emerald Resort,Hikkaduwa,,,,,,0762905542,LKR,Retail,COD-IML,24/11/2025,0,0,"No.383, Gallo rood, Vavala, Hikkaduva",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
248,33 Lake Terrace,0764551841,33 Lake Terrace,Hikkaduwa,,,,,,0764551841,LKR,Retail,COD-IML,26/11/2025,0,0,Hikkaduwa,SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
249,L & D Lodge,0762832605,L & D Lodge,Hikkaduwa,,,,,,0762832605,LKR,Retail,COD-IML,17/12/2025,0,0,"No.20/2 Susilacara mawata,Panamgoda, Hikkaduwa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
250,Hiru Ayurveda resort  Pvt  Ltd.,0342214164,Hiru Ayurveda resort  Pvt  Ltd.,Induruwa,,,,,-,,LKR,Retail,COD-IML,0000-00-00,0,0,Kudawa Mount RD  Maggona  Kaluthara.,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
251,Pandanus Beach Resort & Spa,0777185570,Pandanus Beach Resort & Spa,Induruwa,,,,,-,0777185570,LKR,Retail,COD-IML,0000-00-00,0,0,Yalagama  Induruwa  Central 80510,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
252,Tagiru Ayurveda  Pvt  Ltd.,0711690529,Tagiru Ayurveda (Pvt) Ltd.,Induruwa,,,,,-,0717699744,LKR,Retail,30 Days,0000-00-00,0,0,"No. 908, Gurukandawatta, Habakkala, Maha Induruwa.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
253,Jagath kumara,0741302997,Jagath kumara,Induruwa,,,,,,0741302997,LKR,B Category - 15%,30 Days,21/11/2025,0,0,"No.205/2, Galmullawaththa, Magalkanda, Maggona.",SA2 - DC,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
254,DR Hotel Supplies,0759372897,DR Hotel Supplies,Jaffna,,,,,,0759372897,LKR,Retail,15 Days,12/09/2024,0,0,"No. 56/1, St Mary&#039;s RD, Ariyalai, Jaffna.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
255,Meshak Jesreel - Hotel Supplies,0778006049,Meshak Jesreel - Hotel Supplies,Jaffna,,,,,,0778006049,LKR,Retail,15 Days,10/10/2024,0,0,"No. 75, Bank Shall Street,
Jaffna.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
256,Windy Waves Kite Surfing Resort,0776389397,Windy Waves Kite Surfing Resort,Jaffna,,,,,,0776389397,LKR,Retail,COD-IML,09/01/2025,0,0,"Kudawa, Kandakuliya, kalpitiya.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
257,Hotel White Tower,0777114226,Hotel White Tower,Jaffna,,,,,,0777114226,LKR,Retail,COD-IML,19/05/2025,0,0,"Ppt express, Point Pedro, Jaffana.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
258,Kinniya Vision,0752843811,Kinniya Vision,Jaffna,,,,,,0752843811,LKR,Retail,COD-IML,07/07/2025,0,0,"No 28/2, 3rd lane, Paddanichoor, Vavuniya",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
259,Cinnamon Nature resort,0719468077,Cinnamon Nature resort,Kaluthara,,,,,-,0719468077,LKR,Retail,COD-IML,0000-00-00,0,0,713  Colombo - Galle Main road  Wadduwa.,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
